uid,domainID,siteID,namedLocation,collectDate,sortDate,qcSortDate,sampleID,sampleCode,mixedInvertVialID,mixedInvertVialCode,chironomidVialID,chironomidVialCode,oligochaeteVialID,oligochaeteVialCode,largeInvertVialID,largeInvertVialCode,testProtocolVersion,primaryMatrix,preRinseVolume,postRinseVolume,subsamplePercent,qcSortingEfficacy,qcIterationCount,qcPercentSimilarity,laboratoryName,sortedBy,qcSortedBy,benchRemarks,dataQF,qcEnumerationDifference,qcTaxonomicDifference,publicationDate,release
"12cc2c46-7cbd-4219-a4a3-88ab27933866","D17","TECR","TECR.AOS.reach",2024-07-22T18:47:00Z,2025-05-12,2025-05-13,"TECR.20240722.SURBER.2","A00000398120","BA24NEOMST08018GA",NA,"BA24NEOMST08018C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision2","coarse organic",NA,NA,43,100,1,NA,"Rhithron Associates, Inc.","LOdFES9HN1w=","jrNz6zwqS3Q=","Bryozoa present",NA,1,5.1,"20251209T224956Z","RELEASE-2026"
"f6125536-2615-473c-947d-b5386749ea27","D17","TECR","TECR.AOS.reach",2024-07-22T18:47:00Z,2025-05-13,2025-05-13,"TECR.20240722.SURBER.1","A00000398109","BA24NEOMST08017GA",NA,"BA24NEOMST08017C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision2","fine organic",NA,NA,43,96.4,1,NA,"Rhithron Associates, Inc.","yZFSmq1jJzE=","kcNHfEa00olgOMivYV39aQ==",NA,NA,NA,NA,"20251209T224956Z","RELEASE-2026"
"c23b98d9-26b5-4fce-8626-16d39ea0feb4","D17","TECR","TECR.AOS.reach",2024-07-22T18:47:00Z,2025-05-12,2025-05-13,"TECR.20240722.SURBER.3","A00000398119","BA24NEOMST08019GA",NA,"BA24NEOMST08019C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision2","fine organic",NA,NA,60,98.8,1,NA,"Rhithron Associates, Inc.","jrNz6zwqS3Q=","kcNHfEa00olgOMivYV39aQ==",NA,NA,NA,NA,"20251209T224956Z","RELEASE-2026"
"4d01bbe2-bf19-45c1-bd9b-73ffef3d12db","D17","TECR","TECR.AOS.reach",2024-07-22T18:47:00Z,2025-05-12,2025-05-13,"TECR.20240722.SURBER.6","A00000398110","BA24NEOMST08022GA",NA,"BA24NEOMST08022C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision2","fine organic",NA,NA,27,100,1,NA,"Rhithron Associates, Inc.","Uog/oUMQCVbNmchl+1b2Vw==","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T224956Z","RELEASE-2026"
"ac2e3b2e-8f87-4258-bfb8-92003b125ddc","D17","TECR","TECR.AOS.reach",2024-07-22T18:47:00Z,2025-05-12,2025-05-13,"TECR.20240722.SURBER.8","A00000398113","BA24NEOMST08024GA",NA,"BA24NEOMST08024C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision2","coarse organic",NA,NA,80,97.5,1,NA,"Rhithron Associates, Inc.","kcNHfEa00olgOMivYV39aQ==","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T224956Z","RELEASE-2026"
"9b5b9f3c-f54b-4876-a0d5-77388b48a82d","D17","TECR","TECR.AOS.reach",2024-07-22T18:47:00Z,2025-05-12,2025-05-13,"TECR.20240722.SURBER.5","A00000398111","BA24NEOMST08021GA",NA,"BA24NEOMST08021C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision2","other (specified in remarks)",NA,NA,100,95.4,1,NA,"Rhithron Associates, Inc.","NlZh0ny3r/ZwOcYk1jmJEQ==","jrNz6zwqS3Q=","fine inorganic",NA,NA,NA,"20251209T224956Z","RELEASE-2026"
"d0e30915-480c-45fe-91e5-a77cde9c2b28","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-07,"MART.20240924.HESS.1","A00000447029","BA24NEOMST12001GA",NA,"BA24NEOMST12001C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,100,97.6,1,NA,"Rhithron Associates, Inc.","EqkkjpL9h5v3UmhkL0oGpA==","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"e6ef0a4e-9dcc-4c82-8e0c-6ac26de4e83d","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-06,"MART.20240924.HESS.2","A00000447030","BA24NEOMST12002GA",NA,"BA24NEOMST12002C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","coarse organic",NA,NA,100,93,1,NA,"Rhithron Associates, Inc.","UvCKCwa5OTU=","LOdFES9HN1w=",NA,NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"d434f06b-bfbf-4383-b782-68b26bd635c9","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-07,"MART.20240924.SURBER.1","A00000447009","BA24NEOMST12004GA",NA,"BA24NEOMST12004C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,100,100,1,NA,"Rhithron Associates, Inc.","Uog/oUMQCVbNmchl+1b2Vw==","jrNz6zwqS3Q=",NA,NA,0.2,2.9,"20251209T225001Z","RELEASE-2026"
"d3a39d2d-d09d-4e98-b7f4-3ebdc22bfcf0","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-07,"MART.20240924.SURBER.5","A00000447028","BA24NEOMST12008GA",NA,"BA24NEOMST12008C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","other (specified in remarks)",NA,NA,77,91.2,1,NA,"Rhithron Associates, Inc.","EqkkjpL9h5v3UmhkL0oGpA==","jrNz6zwqS3Q=","coarse inorganic",NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"c02b9447-c05a-4e12-815e-b33d3aa6f9f2","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-06,"MART.20240924.SURBER.4","A00000447027","BA24NEOMST12007GA",NA,"BA24NEOMST12007C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","other (specified in remarks)",NA,NA,100,98.8,1,NA,"Rhithron Associates, Inc.","jrNz6zwqS3Q=","f4cEayqHT1iCvAVqokBXcA==","coarse inorganic",NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"0817419a-391d-4994-9960-d244f0537cec","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-07,"MART.20240924.SURBER.2","A00000447025","BA24NEOMST12005GA",NA,"BA24NEOMST12005C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","other (specified in remarks)",NA,NA,20,100,1,NA,"Rhithron Associates, Inc.","LOdFES9HN1w=","jrNz6zwqS3Q=","coarse inorganic",NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"394b342c-e38b-43b9-bd2d-38f68aa60799","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-07,"MART.20240924.SURBER.3","A00000447026","BA24NEOMST12006GA",NA,"BA24NEOMST12006C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","other (specified in remarks)",NA,NA,100,100,1,NA,"Rhithron Associates, Inc.","kcNHfEa00olgOMivYV39aQ==","jrNz6zwqS3Q=","coarse inorganic",NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"2f3df655-036a-4d4d-b2cb-d508eb3f4c05","D16","MART","MART.AOS.reach",2024-09-24T16:50:00Z,2025-08-06,2025-08-06,"MART.20240924.HESS.3","A00000447031","BA24NEOMST12003GA",NA,"BA24NEOMST12003C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","coarse organic",NA,NA,100,100,1,NA,"Rhithron Associates, Inc.","kcNHfEa00olgOMivYV39aQ==","egCH3wedmfhvZrvQbyFP8Q==",NA,NA,NA,NA,"20251209T225001Z","RELEASE-2026"
"86fcd3f2-4c8a-4134-b62b-927f3d03c661","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-06,2025-08-07,"TECR.20240925.SURBER.3","A00000397775","BA24NEOMST13003GA",NA,"BA24NEOMST13003C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,53,100,1,NA,"Rhithron Associates, Inc.","Uog/oUMQCVbNmchl+1b2Vw==","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"7a7bff86-74b9-4411-8068-5bcaaf598f1c","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-07,2025-08-08,"TECR.20240925.SURBER.7","A00000397779","BA24NEOMST13007GA",NA,"BA24NEOMST13007C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,20,100,1,NA,"Rhithron Associates, Inc.","egCH3wedmfhvZrvQbyFP8Q==","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"25df644d-ac4b-4216-98c4-89bcf4ecc279","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-06,2025-08-07,"TECR.20240925.SURBER.6","A00000397778","BA24NEOMST13006GA",NA,"BA24NEOMST13006C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,100,95.5,1,NA,"Rhithron Associates, Inc.","LOdFES9HN1w=","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"17647fca-2655-4098-8c69-44fa5a7296c2","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-07,2025-08-08,"TECR.20240925.SURBER.2","A00000397774","BA24NEOMST13002GA",NA,"BA24NEOMST13002C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,80,98.8,1,NA,"Rhithron Associates, Inc.","yZFSmq1jJzE=","jrNz6zwqS3Q=",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"d1fa48bd-9085-49bc-bc3c-420b50d36bab","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-06,2025-08-07,"TECR.20240925.SURBER.4","A00000397776","BA24NEOMST13004GA",NA,"BA24NEOMST13004C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,47,98.8,1,NA,"Rhithron Associates, Inc.","jrNz6zwqS3Q=","yZFSmq1jJzE=",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"abe63d05-2b27-438e-9215-202c29a85a8c","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-07,2025-08-07,"TECR.20240925.SURBER.8","A00000397780","BA24NEOMST13008GA",NA,"BA24NEOMST13008C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","fine organic",NA,NA,100,100,1,NA,"Rhithron Associates, Inc.","EqkkjpL9h5v3UmhkL0oGpA==","egCH3wedmfhvZrvQbyFP8Q==",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"7ced7f81-3395-463d-8409-0f9af0f16b89","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-07,2025-08-07,"TECR.20240925.SURBER.1","A00000397773","BA24NEOMST13001GA",NA,"BA24NEOMST13001C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","coarse organic",NA,NA,57,100,1,NA,"Rhithron Associates, Inc.","kcNHfEa00olgOMivYV39aQ==","egCH3wedmfhvZrvQbyFP8Q==",NA,NA,NA,NA,"20251209T225455Z","RELEASE-2026"
"42e22ee7-570d-4dec-9316-6504bb65f6e5","D17","TECR","TECR.AOS.reach",2024-09-25T17:43:00Z,2025-08-07,2025-08-07,"TECR.20240925.SURBER.5","A00000397777","BA24NEOMST13005GA",NA,"BA24NEOMST13005C",NA,NA,NA,NA,NA,"RHITHRON_Macroinvertebrate_Identification_Revision3","coarse organic",NA,NA,40,98.2,1,NA,"Rhithron Associates, Inc.","UvCKCwa5OTU=","LOdFES9HN1w=",NA,NA,0.7,3.3,"20251209T225455Z","RELEASE-2026"
"aadc570c-ca68-4dd3-8ef5-745717e5177d","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-19,2024-08-27,"CARI.20240509.KICKNET.1","A00000430782","CARI.20240509.KICKNET.1","J00000014933","CARI.20240509.KICKNET.1_MIDGES","J00000014949",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,100,100,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"84184ea2-5072-45c0-a0b7-541b86435464","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-19,2024-08-27,"CARI.20240509.KICKNET.3","A00000430786","CARI.20240509.KICKNET.3","J00000014935","CARI.20240509.KICKNET.3_MIDGES","J00000014951",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,68.8,93.8,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"4388fedb-f860-4259-a7a3-bc36aa940f63","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-20,2024-08-27,"CARI.20240509.KICKNET.5","A00000430787","CARI.20240509.KICKNET.5","J00000014937","CARI.20240509.KICKNET.5_MIDGES","J00000014953",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,100,94.2,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,0.3,1.6,"20251206T221614Z","RELEASE-2026"
"24d7dee5-8caf-4b1a-993a-5c8253514ab3","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-20,2024-08-27,"CARI.20240509.KICKNET.4","A00000430788","CARI.20240509.KICKNET.4","J00000014936","CARI.20240509.KICKNET.4_MIDGES","J00000014952",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,100,96.4,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"248a4ae8-bfd1-49d0-8bbd-b30b53ef7c05","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-19,2024-08-27,"CARI.20240509.KICKNET.2","A00000430784","CARI.20240509.KICKNET.2","J00000014934","CARI.20240509.KICKNET.2_MIDGES","J00000014950",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,83.6,99.4,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"0606eb63-57ea-48c6-8408-63f30ce156d1","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-20,2024-08-27,"CARI.20240509.SURBER.1","A00000430765","CARI.20240509.SURBER.1","J00000014938","CARI.20240509.SURBER.1_MIDGES","J00000014954",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","coarse organic",0.02,0.02,100,96.7,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"f6fb1ab9-abc0-48a1-bccf-a34b8084af9d","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-20,2024-08-27,"CARI.20240509.SURBER.3","A00000430785","CARI.20240509.SURBER.3","J00000014940","CARI.20240509.SURBER.3_MIDGES","J00000014956",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,100,95.5,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"26caf807-18c0-491a-80d5-f35c66f8de96","D19","CARI","CARI.AOS.reach",2024-05-09T20:04:00Z,2024-08-20,2024-08-27,"CARI.20240509.SURBER.2","A00000430783","CARI.20240509.SURBER.2","J00000014939","CARI.20240509.SURBER.2_MIDGES","J00000014955",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,50,94.6,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T221614Z","RELEASE-2026"
"2c01f2a0-5d96-4233-981a-b1daea5a621d","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-20,2024-08-27,"CARI.20240710.KICKNET.1","A00000431508","CARI.20240710.KICKNET.1","J00000014941","CARI.20240710.KICKNET.1_MIDGES","J00000014957",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","coarse organic",0.03,0.03,100,98.1,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T184148Z","RELEASE-2026"
"46cc2a3c-3cf3-4833-82e9-13c2ce2a2cc1","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-21,2024-08-27,"CARI.20240710.KICKNET.4","A00000431507","CARI.20240710.KICKNET.4","J00000014944","CARI.20240710.KICKNET.4_MIDGES","J00000014960",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.02,0.02,100,97.9,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T184148Z","RELEASE-2026"
"f11f4b52-e26f-40cf-962d-ac88da933bcf","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-22,2024-08-27,"CARI.20240710.SURBER.2","A00000431513","CARI.20240710.SURBER.2","J00000014947","CARI.20240710.SURBER.2_MIDGES","J00000014963",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","coarse organic",0.04,0.03,88.3,98.4,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T184148Z","RELEASE-2026"
"ceaa28ec-c015-49d3-b9f9-5a55ffce02ba","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-22,2024-08-27,"CARI.20240710.SURBER.3","A00000431511","CARI.20240710.SURBER.3","J00000014948","CARI.20240710.SURBER.3_MIDGES","J00000014964",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,100,93.8,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,0.3,1.8,"20251206T184148Z","RELEASE-2026"
"82131b3b-b4f9-4ada-bff9-0047bd298bff","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-21,2024-08-27,"CARI.20240710.KICKNET.3","A00000431510","CARI.20240710.KICKNET.3","J00000014943","CARI.20240710.KICKNET.3_MIDGES","J00000014959",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","other (specified in remarks)",0.01,0.01,100,97.1,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==","Primary matrix is Inorganic",NA,NA,NA,"20251206T184148Z","RELEASE-2026"
"1cc57ae9-7305-4fcf-9072-9b1bf75aee30","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-22,2024-08-27,"CARI.20240710.SURBER.1","A00000431514","CARI.20240710.SURBER.1","J00000014946","CARI.20240710.SURBER.1_MIDGES","J00000014962",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","coarse organic",0.02,0.02,100,95.7,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T184148Z","RELEASE-2026"
"2e6a28db-972e-42e8-8f43-1f2c8bf69250","D19","CARI","CARI.AOS.reach",2024-07-10T20:20:00Z,2024-08-21,2024-08-27,"CARI.20240710.KICKNET.2","A00000431509","CARI.20240710.KICKNET.2","J00000014942","CARI.20240710.KICKNET.2_MIDGES","J00000014958",NA,NA,NA,NA,"ECOANALYSTS_Macroinvertebrate_Identification_Revision6","fine organic",0.01,0.01,100,95.5,1,NA,"EcoAnalysts Inc.","NcMQ+CH2Tn654DdG6Sqfuw==","56Cn0gddSyByVuZ8BZvrMw==",NA,NA,NA,NA,"20251206T184148Z","RELEASE-2026"
